order_key,customer_key,date_key,geo_key,channel_key,payment_key,discount_rate_level_key,flag_key,campaign_key,total_items,unique_products,subtotal,discount_amount,discount_rate,shipping_cost,tax_amount,revenue,profit,profit_margin,days_to_ship,days_to_deliver,ship_to_delivery_days,order_date,ship_date,delivery_date
164,20926,413,14,3,6,2,4,NULL,2,2,50.08,2.96,4.96,3.17,9.42,59.71,11.99,20.08,1,5,4,2025-02-16,2025-02-17,2025-02-21
165,5015,258,15,17,6,1,9,NULL,5,5,271.32,0.00,0.00,14.68,54.26,340.26,121.41,35.68,0,1,1,2024-09-14,2024-09-14,2024-09-15
166,18187,874,18,12,18,3,14,NULL,3,2,56.31,6.32,7.97,25.77,3.50,79.26,13.16,16.60,0,0,0,2026-05-23,2026-05-23,2026-05-23
167,16884,763,9,20,6,1,9,NULL,2,2,49.51,0.00,0.00,17.57,9.41,76.49,20.57,26.89,1,2,1,2026-02-01,2026-02-02,2026-02-03
168,13685,30,15,23,14,6,9,NULL,3,3,84.55,19.72,20.61,17.87,12.97,95.67,7.10,7.42,1,3,2,2024-01-30,2024-01-31,2024-02-02
169,19572,229,14,12,10,1,4,NULL,1,1,22.96,0.00,0.00,3.79,4.59,31.34,9.56,30.50,1,8,7,2024-08-16,2024-08-17,2024-08-24
170,4907,382,18,21,10,4,4,NULL,3,3,49.81,5.21,10.13,3.73,3.12,51.45,18.49,35.94,1,9,8,2025-01-16,2025-01-17,2025-01-25
171,12175,217,17,24,3,1,9,2,3,3,93.81,0.00,0.00,13.13,6.57,113.51,37.58,33.11,1,3,2,2024-08-04,2024-08-05,2024-08-07
172,2060,205,18,12,6,1,4,NULL,5,3,115.62,0.00,0.00,4.48,8.09,128.19,42.06,32.81,1,7,6,2024-07-23,2024-07-24,2024-07-30
173,1179,487,20,21,5,1,18,NULL,5,4,207.09,0.00,0.00,0.00,14.50,221.59,80.34,36.26,NULL,NULL,NULL,2025-05-01,NULL,NULL
174,11210,445,18,24,20,7,18,NULL,5,4,126.88,35.44,36.22,0.00,6.40,97.84,15.88,16.23,NULL,NULL,NULL,2025-03-20,NULL,NULL
175,3612,688,8,24,18,1,16,4,4,3,196.45,0.00,0.00,0.00,25.54,221.99,83.74,37.72,0,2,2,2025-11-18,2025-11-18,2025-11-20
176,10882,313,17,19,18,6,4,NULL,7,4,300.21,63.50,25.07,0.00,16.57,253.28,53.51,21.13,1,9,8,2024-11-08,2024-11-09,2024-11-17
177,20807,897,19,22,6,1,19,3,2,2,43.33,0.00,0.00,6.57,3.03,52.93,21.03,39.73,2,6,4,2026-06-15,2026-06-17,2026-06-21
178,15264,22,18,20,7,3,19,4,2,2,104.89,5.35,5.02,0.00,6.97,106.51,37.08,34.81,1,6,5,2024-01-22,2024-01-23,2024-01-28
179,15777,650,9,21,10,3,17,NULL,7,7,38.72,2.78,5.54,7.45,6.83,50.22,14.25,28.38,1,NULL,NULL,2025-10-11,2025-10-12,NULL
180,1553,16,13,20,10,6,19,NULL,2,2,98.49,25.12,26.16,7.97,14.67,96.01,17.01,17.72,0,5,5,2024-01-16,2024-01-16,2024-01-21
181,2530,556,19,10,18,1,13,4,2,2,49.32,0.00,0.00,24.80,3.45,77.57,17.29,22.29,NULL,NULL,NULL,2025-07-09,NULL,NULL
182,14365,103,18,2,6,1,19,NULL,2,2,187.44,0.00,0.00,0.00,13.12,200.56,54.03,26.94,1,5,4,2024-04-12,2024-04-13,2024-04-17
183,6835,23,18,10,18,1,17,6,4,3,147.02,0.00,0.00,0.00,10.29,157.31,63.64,40.46,0,NULL,NULL,2024-01-23,2024-01-23,NULL
184,16285,497,5,19,7,6,8,NULL,4,4,86.29,21.41,23.46,17.94,8.43,91.25,4.46,4.89,NULL,NULL,NULL,2025-05-11,NULL,NULL
185,17873,877,15,10,18,1,19,3,1,1,17.04,0.00,0.00,7.32,3.41,27.77,5.39,19.41,2,6,4,2026-05-26,2026-05-28,2026-06-01
186,12268,232,13,21,2,1,19,NULL,3,2,42.74,0.00,0.00,6.08,8.55,57.37,20.18,35.18,2,7,5,2024-08-19,2024-08-21,2024-08-26
187,12671,659,17,21,6,3,14,NULL,2,2,52.42,3.87,5.01,25.26,3.40,77.21,11.59,15.01,0,1,1,2025-10-20,2025-10-20,2025-10-21
188,604,123,20,23,8,1,5,NULL,4,3,107.25,0.00,0.00,0.00,7.51,114.76,44.84,39.07,3,9,6,2024-05-02,2024-05-05,2024-05-11
189,6193,113,15,22,15,6,9,NULL,3,3,91.69,20.03,20.07,13.81,14.33,99.80,16.80,16.83,0,2,2,2024-04-22,2024-04-22,2024-04-24
190,465,98,18,20,6,5,9,NULL,5,5,153.45,26.34,17.53,14.23,8.90,150.24,39.42,26.24,1,3,2,2024-04-07,2024-04-08,2024-04-10
191,3712,117,17,1,10,6,4,NULL,5,3,156.99,31.82,22.98,4.53,8.76,138.46,16.96,12.25,0,6,6,2024-04-26,2024-04-26,2024-05-02
192,11012,75,11,22,7,3,19,NULL,1,1,29.21,3.41,9.15,6.56,4.90,37.26,7.53,20.21,1,4,3,2024-03-15,2024-03-16,2024-03-19
193,18337,960,20,20,2,1,19,3,3,3,73.25,0.00,0.00,5.01,5.13,83.39,33.99,40.76,1,5,4,2026-08-17,2026-08-18,2026-08-22
194,2391,150,19,14,18,1,19,3,2,2,99.66,0.00,0.00,6.05,6.98,112.69,31.52,27.97,1,4,3,2024-05-29,2024-05-30,2024-06-02
195,7912,409,6,22,6,1,9,NULL,3,2,144.69,0.00,0.00,12.13,18.81,175.63,61.69,35.12,0,2,2,2025-02-12,2025-02-12,2025-02-14
196,1000,247,14,2,6,1,16,4,2,2,25.03,0.00,0.00,5.15,5.01,35.19,7.67,21.80,1,6,5,2024-09-03,2024-09-04,2024-09-09
197,13197,856,10,8,10,3,9,5,7,5,195.56,15.72,7.35,0.00,34.17,214.01,56.91,26.59,0,2,2,2026-05-05,2026-05-05,2026-05-07
198,4287,199,20,12,6,1,9,NULL,4,2,108.88,0.00,0.00,0.00,7.62,116.50,48.40,41.55,0,1,1,2024-07-17,2024-07-17,2024-07-18
199,8668,888,10,8,18,1,9,NULL,1,1,35.02,0.00,0.00,14.89,6.65,56.56,15.73,27.81,1,3,2,2026-06-06,2026-06-07,2026-06-09
200,9664,955,18,23,19,1,18,NULL,8,6,313.98,0.00,0.00,6.98,21.98,342.94,146.73,42.79,NULL,NULL,NULL,2026-08-12,NULL,NULL
201,11053,127,20,22,20,1,20,NULL,2,2,73.56,0.00,0.00,7.07,5.15,85.78,34.82,40.59,0,2,2,2024-05-06,2024-05-06,2024-05-08
202,2691,731,11,4,20,3,18,6,4,2,98.16,10.73,9.63,7.39,16.61,111.43,34.61,31.06,NULL,NULL,NULL,2025-12-31,NULL,NULL
203,12714,860,19,24,7,6,19,7,4,2,64.73,14.44,23.93,6.53,3.52,60.34,16.99,28.16,0,2,2,2026-05-09,2026-05-09,2026-05-11
204,9946,459,20,23,14,1,19,NULL,3,3,61.63,0.00,0.00,6.28,4.31,72.22,22.77,31.53,2,6,4,2025-04-03,2025-04-05,2025-04-09
205,16060,249,10,23,6,1,19,NULL,5,4,105.14,0.00,0.00,0.00,19.98,125.12,46.23,36.95,2,4,2,2024-09-05,2024-09-07,2024-09-09
206,5258,81,8,4,6,1,16,NULL,4,3,242.47,0.00,0.00,5.35,31.52,279.34,74.86,26.80,2,5,3,2024-03-21,2024-03-23,2024-03-26
207,18878,865,20,21,8,7,20,NULL,4,4,180.52,51.48,37.29,0.00,9.03,138.07,12.81,9.28,1,6,5,2026-05-14,2026-05-15,2026-05-20
208,20030,288,6,19,6,5,19,NULL,1,1,30.90,5.89,17.52,5.35,3.25,33.61,5.36,15.95,2,7,5,2024-10-14,2024-10-16,2024-10-21
209,14115,591,19,8,8,6,20,NULL,5,5,122.37,27.91,25.74,7.38,6.61,108.45,18.92,17.45,0,4,4,2025-08-13,2025-08-13,2025-08-17
210,15960,531,2,23,14,1,19,NULL,1,1,22.84,0.00,0.00,7.77,2.28,32.89,7.35,22.35,1,3,2,2025-06-14,2025-06-15,2025-06-17
211,266,523,8,10,16,5,10,5,3,2,70.50,14.13,18.17,14.06,7.33,77.76,7.36,9.47,1,2,1,2025-06-06,2025-06-07,2025-06-08
212,1173,237,18,22,6,6,4,NULL,4,4,253.71,55.23,25.63,3.12,13.89,215.49,67.45,31.30,2,9,7,2024-08-24,2024-08-26,2024-09-02
213,8626,273,19,12,17,6,8,3,2,2,115.58,27.09,28.61,0.00,6.19,94.68,23.01,24.30,NULL,NULL,NULL,2024-09-29,NULL,NULL
214,12316,467,19,21,6,1,19,NULL,4,3,58.39,0.00,0.00,7.42,4.09,69.90,25.09,35.89,0,4,4,2025-04-11,2025-04-11,2025-04-15
215,722,57,18,9,19,4,4,NULL,1,1,41.59,4.87,11.43,3.30,2.57,42.59,15.26,35.83,1,6,5,2024-02-26,2024-02-27,2024-03-03
216,21160,209,17,3,10,3,9,NULL,6,4,138.39,12.50,8.25,16.90,8.81,151.60,54.91,36.22,1,2,1,2024-07-27,2024-07-28,2024-07-29
217,15799,113,2,10,20,3,5,NULL,3,3,95.27,8.18,8.19,4.02,8.71,99.82,24.18,24.22,3,8,5,2024-04-22,2024-04-25,2024-04-30
218,14863,517,15,19,18,6,4,NULL,8,5,342.59,90.53,29.93,0.00,50.41,302.47,48.21,15.94,1,8,7,2025-05-31,2025-06-01,2025-06-08
219,21325,220,18,20,20,7,10,4,3,2,98.68,29.53,32.92,15.72,4.84,89.71,12.26,13.67,1,3,2,2024-08-07,2024-08-08,2024-08-10
220,11170,464,14,22,18,1,9,NULL,5,4,147.97,0.00,0.00,18.00,29.59,195.56,53.99,27.61,0,1,1,2025-04-08,2025-04-08,2025-04-09
221,20626,638,10,3,10,5,19,NULL,3,3,81.93,16.13,19.06,6.32,12.50,84.62,21.81,25.77,0,5,5,2025-09-29,2025-09-29,2025-10-04
222,5458,659,15,6,10,1,18,NULL,3,2,254.94,0.00,0.00,6.29,50.99,312.22,118.50,37.95,NULL,NULL,NULL,2025-10-20,NULL,NULL
223,3563,672,6,3,8,5,18,NULL,4,4,108.94,20.00,18.71,6.42,11.56,106.92,26.51,24.79,NULL,NULL,NULL,2025-11-02,NULL,NULL
224,17489,294,19,12,20,1,20,NULL,7,7,354.11,0.00,0.00,5.43,24.79,384.33,122.99,32.00,1,4,3,2024-10-20,2024-10-21,2024-10-24
225,17594,134,18,9,14,1,19,NULL,4,4,132.93,0.00,0.00,7.94,9.31,150.18,42.04,27.99,2,7,5,2024-05-13,2024-05-15,2024-05-20
226,16516,659,2,3,20,1,20,NULL,3,2,140.45,0.00,0.00,0.00,14.04,154.49,43.49,28.15,1,5,4,2025-10-20,2025-10-21,2025-10-25
227,19701,597,18,11,14,1,4,NULL,2,2,190.73,0.00,0.00,0.00,13.35,204.08,93.93,46.03,2,8,6,2025-08-19,2025-08-21,2025-08-27
228,16290,866,8,21,18,1,19,NULL,3,2,60.02,0.00,0.00,5.86,7.80,73.68,19.64,26.66,2,6,4,2026-05-15,2026-05-17,2026-05-21
229,13985,749,17,10,19,4,9,3,4,3,56.51,9.04,14.37,12.10,3.32,62.89,12.42,19.75,1,2,1,2026-01-18,2026-01-19,2026-01-20
230,20710,513,16,6,6,4,4,6,5,3,215.10,30.62,13.83,0.00,36.90,221.38,30.25,13.66,1,9,8,2025-05-27,2025-05-28,2025-06-05
231,33,73,8,10,17,5,3,3,2,2,65.68,10.90,16.47,4.30,7.12,66.20,15.29,23.10,NULL,NULL,NULL,2024-03-13,NULL,NULL
232,6655,409,15,24,6,6,19,NULL,1,1,33.04,9.71,27.27,7.61,4.67,35.61,0.62,1.74,1,6,5,2025-02-12,2025-02-13,2025-02-18
233,14271,372,19,17,6,7,17,NULL,2,2,83.07,22.50,31.85,5.83,4.24,70.64,17.50,24.77,1,NULL,NULL,2025-01-06,2025-01-07,NULL
234,4550,930,8,10,18,1,14,NULL,6,4,110.09,0.00,0.00,21.86,14.31,146.26,49.31,33.71,0,1,1,2026-07-18,2026-07-18,2026-07-19
235,9129,582,8,22,14,7,19,NULL,3,3,103.57,26.28,30.09,0.00,10.05,87.34,3.63,4.16,0,5,5,2025-08-04,2025-08-04,2025-08-09
236,7125,921,13,22,6,1,19,4,8,7,454.55,0.00,0.00,0.00,90.91,545.46,175.91,32.25,1,5,4,2026-07-09,2026-07-10,2026-07-14
237,967,166,20,10,18,1,1,NULL,6,5,205.28,0.00,0.00,0.00,14.37,219.65,95.59,43.52,0,5,5,2024-06-14,2024-06-14,2024-06-19
238,4282,465,10,23,6,6,19,NULL,6,4,128.44,31.83,25.99,7.48,18.36,122.45,12.24,10.00,1,3,2,2025-04-09,2025-04-10,2025-04-12
239,12033,242,8,21,18,2,9,NULL,5,4,260.17,13.80,4.69,15.62,32.03,294.02,93.13,31.67,0,1,1,2024-08-29,2024-08-29,2024-08-30
240,145,57,3,9,6,5,19,NULL,1,1,18.23,4.32,18.91,7.55,1.39,22.85,3.49,15.27,2,6,4,2024-02-26,2024-02-28,2024-03-03
241,15472,36,17,4,6,1,18,NULL,3,2,95.05,0.00,0.00,6.70,6.65,108.40,34.03,31.39,NULL,NULL,NULL,2024-02-05,NULL,NULL
242,12440,621,9,10,6,5,6,NULL,3,2,43.70,10.49,18.73,16.50,6.31,56.02,8.30,14.82,0,2,2,2025-09-12,2025-09-12,2025-09-14
243,218,731,6,9,11,5,18,NULL,3,3,172.70,30.01,18.61,0.00,18.55,161.24,23.01,14.27,NULL,NULL,NULL,2025-12-31,NULL,NULL
244,16303,958,11,1,10,1,19,NULL,3,2,90.20,0.00,0.00,7.06,17.14,114.40,35.11,30.69,2,5,3,2026-08-15,2026-08-17,2026-08-20
245,10550,42,9,21,2,1,19,NULL,2,2,85.67,0.00,0.00,7.01,16.28,108.96,29.01,26.62,2,6,4,2024-02-11,2024-02-13,2024-02-17
246,13427,74,15,22,3,4,18,NULL,3,3,141.67,16.53,10.48,7.62,25.03,157.79,38.73,24.55,NULL,NULL,NULL,2024-03-14,NULL,NULL
247,1037,905,6,21,7,1,9,NULL,2,2,28.68,0.00,0.00,14.98,3.73,47.39,12.52,26.42,0,1,1,2026-06-23,2026-06-23,2026-06-24
248,1911,624,9,20,18,7,19,NULL,2,2,68.80,20.42,31.24,7.79,9.19,65.36,11.35,17.37,0,4,4,2025-09-15,2025-09-15,2025-09-19
249,5130,556,18,9,6,1,19,NULL,5,5,162.06,0.00,0.00,5.09,11.34,178.49,47.38,26.54,2,4,2,2025-07-09,2025-07-11,2025-07-13
250,17789,313,20,2,6,1,19,NULL,1,1,44.41,0.00,0.00,7.13,3.11,54.65,22.02,40.29,1,5,4,2024-11-08,2024-11-09,2024-11-13
251,20652,161,19,17,9,3,3,NULL,3,3,68.18,6.07,8.69,3.39,4.35,69.85,15.95,22.83,NULL,NULL,NULL,2024-06-09,NULL,NULL
252,11162,769,19,18,14,6,19,NULL,5,5,272.58,61.30,26.42,5.93,14.79,232.00,56.47,24.34,1,4,3,2026-02-07,2026-02-08,2026-02-11
253,3200,131,19,2,6,1,19,NULL,2,2,83.55,0.00,0.00,5.55,5.85,94.95,34.17,35.99,0,2,2,2024-05-10,2024-05-10,2024-05-12
254,5154,853,14,22,6,4,18,NULL,2,2,19.17,3.47,13.52,6.83,3.14,25.67,4.84,18.85,NULL,NULL,NULL,2026-05-02,NULL,NULL
255,13611,68,13,9,6,1,9,NULL,2,2,58.73,0.00,0.00,12.96,11.75,83.44,18.83,22.57,1,3,2,2024-03-08,2024-03-09,2024-03-11
256,6026,114,5,23,11,6,18,NULL,4,3,220.26,48.01,24.67,0.00,22.39,194.64,35.32,18.15,NULL,NULL,NULL,2024-04-23,NULL,NULL
257,1547,600,17,24,6,1,6,NULL,6,5,86.37,0.00,0.00,17.26,6.05,109.68,29.75,27.12,0,1,1,2025-08-22,2025-08-22,2025-08-23
258,15531,886,18,22,6,4,19,NULL,2,2,50.64,7.79,14.53,7.78,3.00,53.63,11.30,21.07,1,5,4,2026-06-04,2026-06-05,2026-06-09
259,11773,810,21,21,10,3,9,NULL,2,2,58.53,6.44,9.33,13.30,3.65,69.04,20.13,29.16,1,3,2,2026-03-20,2026-03-21,2026-03-23
260,16413,515,20,24,10,1,19,NULL,3,2,33.30,0.00,0.00,6.01,2.33,41.64,13.16,31.60,2,5,3,2025-05-29,2025-05-31,2025-06-03
261,3234,659,19,2,6,4,19,NULL,3,3,52.70,7.57,14.02,5.69,3.16,53.98,17.02,31.53,0,4,4,2025-10-20,2025-10-20,2025-10-24
262,19437,375,6,22,10,1,14,7,1,1,39.57,0.00,0.00,23.62,5.14,68.33,13.52,19.79,0,1,1,2025-01-09,2025-01-09,2025-01-10
263,10710,800,18,9,6,5,16,NULL,5,5,180.93,27.53,16.77,0.00,10.74,164.14,51.84,31.58,1,6,5,2026-03-10,2026-03-11,2026-03-16
264,15788,241,20,22,18,1,19,NULL,2,2,59.83,0.00,0.00,6.91,4.19,70.93,19.03,26.83,0,2,2,2024-08-28,2024-08-28,2024-08-30
265,13619,559,18,23,2,4,19,NULL,7,6,412.91,41.80,10.53,0.00,25.98,397.09,160.38,40.39,0,4,4,2025-07-12,2025-07-12,2025-07-16
266,18804,526,1,20,19,4,9,NULL,2,2,87.82,12.52,12.53,17.07,7.53,99.90,16.44,16.46,0,2,2,2025-06-09,2025-06-09,2025-06-11
267,9080,963,19,22,18,1,4,5,3,3,36.35,0.00,0.00,4.89,2.54,43.78,11.53,26.34,3,8,5,2026-08-20,2026-08-23,2026-08-28
268,11152,867,14,24,14,1,19,5,1,1,12.44,0.00,0.00,5.13,2.49,20.06,3.63,18.10,1,6,5,2026-05-16,2026-05-17,2026-05-22
269,7650,677,2,22,7,4,19,NULL,2,2,41.60,5.40,11.55,6.95,3.62,46.77,12.37,26.45,0,5,5,2025-11-07,2025-11-07,2025-11-12
270,13179,424,15,22,6,4,19,NULL,5,1,59.89,9.83,14.96,5.62,10.01,65.69,13.20,20.09,1,3,2,2025-02-27,2025-02-28,2025-03-02
271,17607,743,17,21,6,1,9,NULL,5,4,77.97,0.00,0.00,16.89,5.46,100.32,24.32,24.24,1,3,2,2026-01-12,2026-01-13,2026-01-15
272,10742,245,18,4,18,1,7,NULL,3,3,88.48,0.00,0.00,14.07,6.19,108.74,29.85,27.45,0,NULL,NULL,2024-09-01,2024-09-01,NULL
273,430,743,20,21,6,5,19,NULL,6,4,141.55,21.76,16.14,6.64,8.39,134.82,29.44,21.84,1,5,4,2026-01-12,2026-01-13,2026-01-17
274,14466,204,20,12,8,2,18,NULL,1,1,65.37,3.61,4.94,7.04,4.32,73.12,17.74,24.26,NULL,NULL,NULL,2024-07-22,NULL,NULL
275,654,362,17,24,16,7,10,5,3,3,74.17,22.12,31.60,14.31,3.64,70.00,0.08,0.11,1,3,2,2024-12-27,2024-12-28,2024-12-30
276,20859,146,6,19,18,3,19,NULL,2,2,126.34,12.48,9.70,0.00,14.80,128.66,23.77,18.48,1,3,2,2024-05-25,2024-05-26,2024-05-28
277,21621,586,20,23,6,1,19,NULL,3,3,83.47,0.00,0.00,5.63,5.84,94.94,41.13,43.32,2,4,2,2025-08-08,2025-08-10,2025-08-12
278,10444,799,3,21,10,6,16,NULL,1,1,82.69,20.91,28.10,6.44,6.18,74.40,7.34,9.87,1,3,2,2026-03-09,2026-03-10,2026-03-12
279,5390,820,9,9,18,1,9,NULL,3,2,46.31,0.00,0.00,14.44,8.80,69.55,19.87,28.57,0,1,1,2026-03-30,2026-03-30,2026-03-31
280,13993,579,10,23,18,5,19,NULL,2,2,67.58,13.37,18.48,7.84,10.30,72.35,15.22,21.04,0,5,5,2025-08-01,2025-08-01,2025-08-06
281,3198,965,13,23,18,3,9,NULL,5,4,54.10,4.72,6.43,14.13,9.88,73.39,20.79,28.33,1,2,1,2026-08-22,2026-08-23,2026-08-24
282,1759,545,19,10,10,1,13,NULL,2,2,37.63,0.00,0.00,22.02,2.63,62.28,14.57,23.39,NULL,NULL,NULL,2025-06-28,NULL,NULL
283,334,173,13,23,6,1,19,NULL,2,2,173.49,0.00,0.00,0.00,34.70,208.19,50.99,24.49,2,4,2,2024-06-21,2024-06-23,2024-06-25
284,20598,118,8,13,7,3,3,NULL,2,2,86.04,5.69,6.05,3.18,10.45,93.98,31.75,33.78,NULL,NULL,NULL,2024-04-27,NULL,NULL
285,20571,114,18,24,10,1,19,NULL,4,4,140.67,0.00,0.00,7.39,9.85,157.91,63.63,40.30,0,4,4,2024-04-23,2024-04-23,2024-04-27
286,11578,510,6,1,4,1,20,NULL,5,5,311.85,0.00,0.00,6.97,40.54,359.36,153.93,42.83,1,4,3,2025-05-24,2025-05-25,2025-05-28
287,10175,429,17,8,6,1,2,NULL,4,3,73.67,0.00,0.00,4.29,5.16,83.12,33.31,40.07,2,NULL,NULL,2025-03-04,2025-03-06,NULL
288,7942,735,2,9,10,6,17,NULL,4,1,49.98,12.57,26.96,5.47,3.74,46.62,4.71,10.10,2,NULL,NULL,2026-01-04,2026-01-06,NULL
289,18888,169,18,19,18,1,17,NULL,4,4,156.04,0.00,0.00,0.00,10.92,166.96,59.76,35.79,2,NULL,NULL,2024-06-17,2024-06-19,NULL
290,11234,78,2,8,10,6,19,NULL,1,1,44.94,12.29,29.68,5.49,3.27,41.41,7.29,17.60,1,3,2,2024-03-18,2024-03-19,2024-03-21
291,20685,381,19,21,8,3,20,NULL,7,3,44.70,4.01,7.87,7.43,2.85,50.97,9.71,19.05,1,3,2,2025-01-15,2025-01-16,2025-01-18
292,18001,35,1,21,10,1,9,NULL,3,3,54.83,0.00,0.00,13.97,5.48,74.28,26.44,35.60,0,2,2,2024-02-04,2024-02-04,2024-02-06
293,5330,795,17,7,6,1,4,NULL,4,4,183.22,0.00,0.00,4.61,12.83,200.66,86.64,43.18,2,6,4,2026-03-05,2026-03-07,2026-03-11
294,7075,551,20,10,6,1,19,NULL,2,2,37.92,0.00,0.00,5.90,2.65,46.47,16.69,35.92,0,3,3,2025-07-04,2025-07-04,2025-07-07
295,16700,249,5,23,6,4,9,NULL,2,2,19.61,3.67,11.28,14.52,2.07,32.53,2.44,7.50,0,2,2,2024-09-05,2024-09-05,2024-09-07
296,19977,914,6,12,18,1,9,NULL,4,3,179.43,0.00,0.00,15.76,23.33,218.52,80.95,37.04,0,1,1,2026-07-02,2026-07-02,2026-07-03
297,17942,272,6,23,8,1,20,NULL,6,4,165.23,0.00,0.00,6.62,21.48,193.33,73.18,37.85,2,5,3,2024-09-28,2024-09-30,2024-10-03
298,5154,676,15,3,6,1,9,NULL,4,2,78.60,0.00,0.00,14.85,15.72,109.17,37.71,34.54,0,2,2,2025-11-06,2025-11-06,2025-11-08
299,3457,522,18,11,10,2,9,NULL,5,4,133.87,7.33,4.97,12.12,8.86,147.52,43.40,29.42,1,3,2,2025-06-05,2025-06-06,2025-06-08
300,19199,456,17,7,10,5,19,NULL,4,4,59.81,9.74,16.05,7.11,3.50,60.68,11.04,18.19,0,5,5,2025-03-31,2025-03-31,2025-04-05
301,6095,373,14,10,11,3,8,NULL,2,2,63.87,4.34,5.02,14.96,11.91,86.40,25.11,29.06,NULL,NULL,NULL,2025-01-07,NULL,NULL
302,4346,901,20,10,15,4,17,NULL,1,1,17.85,2.92,13.85,5.11,1.05,21.09,3.65,17.31,2,NULL,NULL,2026-06-19,2026-06-21,NULL
303,11778,337,11,9,10,1,14,NULL,4,3,89.20,0.00,0.00,24.85,16.95,131.00,33.77,25.78,0,0,0,2024-12-02,2024-12-02,2024-12-02
304,1,788,20,19,6,1,18,NULL,6,6,184.18,0.00,0.00,0.00,12.89,197.07,55.62,28.22,NULL,NULL,NULL,2026-02-26,NULL,NULL
305,6999,381,20,9,14,1,19,NULL,7,7,119.74,0.00,0.00,0.00,8.38,128.12,42.65,33.29,1,6,5,2025-01-15,2025-01-16,2025-01-21
306,7915,593,20,9,5,1,3,NULL,3,3,62.42,0.00,0.00,3.85,4.37,70.64,22.85,32.35,NULL,NULL,NULL,2025-08-15,NULL,NULL
307,9757,353,10,20,20,1,20,4,3,2,84.53,0.00,0.00,6.01,16.06,106.60,32.18,30.19,1,5,4,2024-12-18,2024-12-19,2024-12-23
308,7061,95,9,22,12,1,18,7,4,4,79.10,0.00,0.00,5.75,15.03,99.88,32.78,32.82,NULL,NULL,NULL,2024-04-04,NULL,NULL
309,7716,622,6,21,9,1,8,NULL,4,2,177.60,0.00,0.00,0.00,23.09,200.69,52.96,26.39,NULL,NULL,NULL,2025-09-13,NULL,NULL
310,12555,279,20,22,18,1,9,NULL,2,2,91.19,0.00,0.00,15.80,6.38,113.37,44.03,38.84,0,2,2,2024-10-05,2024-10-05,2024-10-07
311,11602,656,9,22,10,1,9,NULL,4,3,110.87,0.00,0.00,13.78,21.07,145.72,45.51,31.23,0,1,1,2025-10-17,2025-10-17,2025-10-18
312,7804,109,18,22,12,1,10,NULL,4,3,726.05,0.00,0.00,0.00,50.82,776.87,344.04,44.29,0,2,2,2024-04-18,2024-04-18,2024-04-20
313,8384,46,6,11,7,3,19,NULL,2,2,41.08,2.90,5.86,6.39,4.96,49.53,12.35,24.93,2,7,5,2024-02-15,2024-02-17,2024-02-22
314,17169,665,8,11,6,1,9,NULL,3,3,36.50,0.00,0.00,14.92,4.75,56.17,11.58,20.62,1,2,1,2025-10-26,2025-10-27,2025-10-28
315,11243,675,8,21,6,1,4,NULL,2,2,74.85,0.00,0.00,4.93,9.73,89.51,33.37,37.28,0,4,4,2025-11-05,2025-11-05,2025-11-09
316,4911,336,5,20,2,1,19,NULL,4,4,139.79,0.00,0.00,6.16,18.17,164.12,65.27,39.77,2,4,2,2024-12-01,2024-12-03,2024-12-05
317,3416,146,19,12,6,7,9,NULL,5,4,98.01,28.73,33.04,12.82,4.85,86.95,3.11,3.58,0,2,2,2024-05-25,2024-05-25,2024-05-27
318,11739,219,17,7,18,1,13,NULL,3,2,75.31,0.00,0.00,21.69,5.27,102.27,27.84,27.22,NULL,NULL,NULL,2024-08-06,NULL,NULL
319,1141,669,8,24,6,3,6,NULL,3,2,112.86,7.16,5.22,17.75,13.74,137.19,47.54,34.65,1,3,2,2025-10-30,2025-10-31,2025-11-02
320,13748,840,9,15,7,5,17,NULL,6,5,224.21,40.72,18.19,5.45,34.86,223.80,66.58,29.75,0,NULL,NULL,2026-04-19,2026-04-19,NULL
321,19753,897,8,21,6,1,9,NULL,1,1,34.14,0.00,0.00,16.61,4.44,55.19,12.37,22.41,1,3,2,2026-06-15,2026-06-16,2026-06-18
322,9843,419,17,19,10,1,19,NULL,2,2,33.36,0.00,0.00,7.38,2.34,43.08,13.94,32.36,1,6,5,2025-02-22,2025-02-23,2025-02-28
323,10235,388,8,23,10,1,19,NULL,3,3,49.91,0.00,0.00,5.99,6.49,62.39,20.14,32.28,2,4,2,2025-01-22,2025-01-24,2025-01-26
324,14174,121,14,21,10,1,19,NULL,2,2,116.73,0.00,0.00,0.00,23.35,140.08,39.06,27.88,1,5,4,2024-04-30,2024-05-01,2024-05-05
325,10686,697,18,5,7,1,18,NULL,2,2,51.69,0.00,0.00,7.71,3.62,63.02,22.67,35.97,NULL,NULL,NULL,2025-11-27,NULL,NULL
326,9792,535,18,21,6,1,17,NULL,4,4,69.65,0.00,0.00,5.32,4.88,79.85,19.96,25.00,0,NULL,NULL,2025-06-18,2025-06-18,NULL
327,1327,4,6,6,11,1,3,4,1,1,21.31,0.00,0.00,3.57,2.77,27.65,8.36,30.24,NULL,NULL,NULL,2024-01-04,NULL,NULL
328,13368,823,14,9,6,1,1,NULL,5,3,58.54,0.00,0.00,4.31,11.71,74.56,16.89,22.65,2,6,4,2026-04-02,2026-04-04,2026-04-08
